archivo,año_extraido,mes_extraido,dia,lluvia_mm,observacion_codigo
registro 06-2021.jpg,2021,Junio,5,0.0,"A S 23,00 h."
registro 06-2021.jpg,2021,Junio,6,50.0,S °
registro 06-2021.jpg,2021,Junio,7,10.0,"A S 23,00"
registro 06-2021.jpg,2021,Junio,8,2.0,°/S
registro 06-2021.jpg,2021,Junio,9,2.0,°
registro 06-2021.jpg,2021,Junio,10,0.8,A S
registro 06-2021.jpg,2021,Junio,11,0.0,A
registro 06-2021.jpg,2021,Junio,12,0.0,"=10,30"
registro 06-2021.jpg,2021,Junio,13,0.0,A
registro 06-2021.jpg,2021,Junio,14,0.0,"=08,30"
registro 06-2021.jpg,2021,Junio,15,0.0,"=10,00"
registro 06-2021.jpg,2021,Junio,16,0.0,"=09,00"
registro 06-2021.jpg,2021,Junio,17,0.0,A
registro 06-2021.jpg,2021,Junio,18,0.0,"A S 19,00"
registro 06-2021.jpg,2021,Junio,19,20.0,°
registro 06-2021.jpg,2021,Junio,20,11.0,A
registro 06-2021.jpg,2021,Junio,21,0.0,A S °
registro 06-2021.jpg,2021,Junio,22,2.5,"=08,30"
registro 06-2021.jpg,2021,Junio,23,0.0,A
registro 06-2021.jpg,2021,Junio,24,0.0,"S 05,00 ° B"
registro 06-2021.jpg,2021,Junio,25,7.0,"=09,30"
registro 06-2021.jpg,2021,Junio,26,30.0,"A S 14,30 S °"
registro 06-2021.jpg,2021,Junio,27,2.5,° S
registro 06-2021.jpg,2021,Junio,28,0.0,A
registro 06-2021.jpg,2021,Junio,29,0.0,"L =11,00"
registro 06-2021.jpg,2021,Junio,30,0.0,"L =10,00"
registro 06-2021.jpg,2021,Junio,31,0.0,
registro 07-2021.jpg,2021,Julio,1,0.0,"≡09,30"
registro 07-2021.jpg,2021,Julio,2,0.0,"≡09,00."
registro 07-2021.jpg,2021,Julio,3,0.0,A
registro 07-2021.jpg,2021,Julio,4,0.0,A
registro 07-2021.jpg,2021,Julio,5,0.0,A
registro 07-2021.jpg,2021,Julio,6,0.0,"≡09,30"
registro 07-2021.jpg,2021,Julio,7,0.0,"≡08,30"
registro 07-2021.jpg,2021,Julio,8,0.0,"≡08,30"
registro 07-2021.jpg,2021,Julio,9,0.0,"≡09,30"
registro 07-2021.jpg,2021,Julio,10,0.0,A
registro 07-2021.jpg,2021,Julio,11,0.0,"≡09,00"
registro 07-2021.jpg,2021,Julio,12,0.0,"≡09,00"
registro 07-2021.jpg,2021,Julio,13,0.0,"≡08,00"
registro 07-2021.jpg,2021,Julio,14,0.0,A
registro 07-2021.jpg,2021,Julio,15,26.0,• A
registro 07-2021.jpg,2021,Julio,16,7.0,"≡08,30"
registro 07-2021.jpg,2021,Julio,17,0.0,"≡10,00"
registro 07-2021.jpg,2021,Julio,18,0.0,A
registro 07-2021.jpg,2021,Julio,19,0.0,U
registro 07-2021.jpg,2021,Julio,20,0.0,A
registro 07-2021.jpg,2021,Julio,21,0.8,• A
registro 07-2021.jpg,2021,Julio,22,0.0,"≡09,00"
registro 07-2021.jpg,2021,Julio,23,0.0,A
registro 07-2021.jpg,2021,Julio,24,0.0,A
registro 07-2021.jpg,2021,Julio,25,0.0,A
registro 07-2021.jpg,2021,Julio,26,0.0,A
registro 07-2021.jpg,2021,Julio,27,11.5,• U
registro 07-2021.jpg,2021,Julio,28,0.0,"U≡09,30"
registro 07-2021.jpg,2021,Julio,29,0.0,"U≡09,00"
registro 07-2021.jpg,2021,Julio,30,0.0,"U≡09,00"
registro 07-2021.jpg,2021,Julio,31,0.0,"≡09,00"
registro 08-2021.bmp,2021,Agosto,1,0.0,"= 09,00"
registro 08-2021.bmp,2021,Agosto,2,0.0,08.30
registro 08-2021.bmp,2021,Agosto,3,0.0,"= 10,00"
registro 08-2021.bmp,2021,Agosto,4,0.0,A
registro 08-2021.bmp,2021,Agosto,5,0.0,A
registro 08-2021.bmp,2021,Agosto,6,0.0,A
registro 08-2021.bmp,2021,Agosto,7,0.0,A
registro 08-2021.bmp,2021,Agosto,8,0.0,A
registro 08-2021.bmp,2021,Agosto,9,0.0,A
registro 08-2021.bmp,2021,Agosto,10,9.0,9. /S
registro 08-2021.bmp,2021,Agosto,11,8.5,A
registro 08-2021.bmp,2021,Agosto,12,0.0,A °
registro 08-2021.bmp,2021,Agosto,13,0.6,A °
registro 08-2021.bmp,2021,Agosto,14,0.7,A
registro 08-2021.bmp,2021,Agosto,15,0.0,=09.30
registro 08-2021.bmp,2021,Agosto,16,0.0,A
registro 08-2021.bmp,2021,Agosto,17,0.0,A
registro 08-2021.bmp,2021,Agosto,18,0.0,A
registro 08-2021.bmp,2021,Agosto,19,0.0,
registro 08-2021.bmp,2021,Agosto,20,0.0,
registro 08-2021.bmp,2021,Agosto,21,0.0,A
registro 08-2021.bmp,2021,Agosto,22,0.0,
registro 08-2021.bmp,2021,Agosto,23,0.0,
registro 08-2021.bmp,2021,Agosto,24,0.0,"903,40"
registro 08-2021.bmp,2021,Agosto,25,13.0,"=09,00 °"
registro 08-2021.bmp,2021,Agosto,26,7.5,A
registro 08-2021.bmp,2021,Agosto,27,0.0,"=10,00"
registro 08-2021.bmp,2021,Agosto,28,0.0,A
registro 08-2021.bmp,2021,Agosto,29,0.0,A
registro 08-2021.bmp,2021,Agosto,30,0.0,A
registro 08-2021.bmp,2021,Agosto,31,0.0,A
registro 09-2021.jpg,2021,Septiembre,1,0.0,A
registro 09-2021.jpg,2021,Septiembre,2,0.0,
registro 09-2021.jpg,2021,Septiembre,3,0.0,
registro 09-2021.jpg,2021,Septiembre,4,4.0,•/B
registro 09-2021.jpg,2021,Septiembre,5,16.2,"≡09,00"
registro 09-2021.jpg,2021,Septiembre,6,0.0,A
registro 09-2021.jpg,2021,Septiembre,7,0.0,A
registro 09-2021.jpg,2021,Septiembre,8,8.0,•/B
registro 09-2021.jpg,2021,Septiembre,9,2.5,A
registro 09-2021.jpg,2021,Septiembre,10,0.0,"=08,00"
registro 09-2021.jpg,2021,Septiembre,11,0.0,A
registro 09-2021.jpg,2021,Septiembre,12,0.0,A
registro 09-2021.jpg,2021,Septiembre,13,0.0,•/B
registro 09-2021.jpg,2021,Septiembre,14,25.0,•/B
registro 09-2021.jpg,2021,Septiembre,15,2.3,A
registro 09-2021.jpg,2021,Septiembre,16,3.0,A°/B9
registro 09-2021.jpg,2021,Septiembre,17,13.0,•/B9•
registro 09-2021.jpg,2021,Septiembre,18,0.0,A
registro 09-2021.jpg,2021,Septiembre,19,0.0,A
registro 09-2021.jpg,2021,Septiembre,20,0.0,A
registro 09-2021.jpg,2021,Septiembre,21,0.0,A
registro 09-2021.jpg,2021,Septiembre,22,17.0,A
registro 09-2021.jpg,2021,Septiembre,23,0.0,A
registro 09-2021.jpg,2021,Septiembre,24,0.0,A
registro 09-2021.jpg,2021,Septiembre,25,0.0,A
registro 09-2021.jpg,2021,Septiembre,26,0.0,A
registro 09-2021.jpg,2021,Septiembre,27,0.0,A
registro 09-2021.jpg,2021,Septiembre,28,0.0,"9 20,00h."
registro 09-2021.jpg,2021,Septiembre,29,0.0,•/B
registro 09-2021.jpg,2021,Septiembre,30,6.0,A
registro 09-2021.jpg,2021,Septiembre,31,0.0,
registro 10-2021.jpg,2021,octubre,1,25.0,R°
registro 10-2021.jpg,2021,octubre,2,5.0,A° B.9
registro 10-2021.jpg,2021,octubre,3,1.5,B°
registro 10-2021.jpg,2021,octubre,4,32.0,A
registro 10-2021.jpg,2021,octubre,5,0.0,A
registro 10-2021.jpg,2021,octubre,6,0.0,A/B°
registro 10-2021.jpg,2021,octubre,7,10.5,A
registro 10-2021.jpg,2021,octubre,8,0.0,A/B°
registro 10-2021.jpg,2021,octubre,9,3.0,B°
registro 10-2021.jpg,2021,octubre,10,11.0,A
registro 10-2021.jpg,2021,octubre,11,8.0,B°
registro 10-2021.jpg,2021,octubre,12,0.0,"E08,30"
registro 10-2021.jpg,2021,octubre,13,0.0,A/B°
registro 10-2021.jpg,2021,octubre,14,35.0,B°
registro 10-2021.jpg,2021,octubre,15,47.5,B°
registro 10-2021.jpg,2021,octubre,16,11.5,A
registro 10-2021.jpg,2021,octubre,17,0.0,A
registro 10-2021.jpg,2021,octubre,18,0.0,A
registro 10-2021.jpg,2021,octubre,19,0.0,A
registro 10-2021.jpg,2021,octubre,20,0.0,A
registro 10-2021.jpg,2021,octubre,21,0.0,A
registro 10-2021.jpg,2021,octubre,22,0.0,A
registro 10-2021.jpg,2021,octubre,23,11.2,B° A.live
registro 10-2021.jpg,2021,octubre,24,57.3,A
registro 10-2021.jpg,2021,octubre,25,0.0,A
registro 10-2021.jpg,2021,octubre,26,0.0,A
registro 10-2021.jpg,2021,octubre,27,0.0,A
registro 10-2021.jpg,2021,octubre,28,0.0,A
registro 10-2021.jpg,2021,octubre,29,0.0,B°
registro 10-2021.jpg,2021,octubre,30,0.5,B°
registro 10-2021.jpg,2021,octubre,31,59.0,A
registro 11-2021.jpg,2021,Noviembre,1,0.0,A
registro 11-2021.jpg,2021,Noviembre,2,0.0,A
registro 11-2021.jpg,2021,Noviembre,3,0.0,A
registro 11-2021.jpg,2021,Noviembre,4,0.0,A
registro 11-2021.jpg,2021,Noviembre,5,0.0,A B°
registro 11-2021.jpg,2021,Noviembre,6,15.2,A
registro 11-2021.jpg,2021,Noviembre,7,0.0,A
registro 11-2021.jpg,2021,Noviembre,8,0.0,A
registro 11-2021.jpg,2021,Noviembre,9,0.0,A
registro 11-2021.jpg,2021,Noviembre,10,0.0,A
registro 11-2021.jpg,2021,Noviembre,11,0.0,A B°
registro 11-2021.jpg,2021,Noviembre,12,0.0,A
registro 11-2021.jpg,2021,Noviembre,13,0.0,A
registro 11-2021.jpg,2021,Noviembre,14,0.0,A
registro 11-2021.jpg,2021,Noviembre,15,0.0,A
registro 11-2021.jpg,2021,Noviembre,16,0.0,B°
registro 11-2021.jpg,2021,Noviembre,17,10.5,•
registro 11-2021.jpg,2021,Noviembre,18,19.5,•
registro 11-2021.jpg,2021,Noviembre,19,3.0,"≡08,30"
registro 11-2021.jpg,2021,Noviembre,20,0.0,A
registro 11-2021.jpg,2021,Noviembre,21,0.0,A
registro 11-2021.jpg,2021,Noviembre,22,0.0,
registro 11-2021.jpg,2021,Noviembre,23,0.0,A
registro 11-2021.jpg,2021,Noviembre,24,0.0,A
registro 11-2021.jpg,2021,Noviembre,25,0.0,B°
registro 11-2021.jpg,2021,Noviembre,26,12.5,A
registro 11-2021.jpg,2021,Noviembre,27,0.0,"≡08,00"
registro 11-2021.jpg,2021,Noviembre,28,0.0,B°
registro 11-2021.jpg,2021,Noviembre,29,9.5,A
registro 11-2021.jpg,2021,Noviembre,30,0.0,A
registro 11-2021.jpg,2021,Noviembre,31,0.0,
registro 12-2021.jpg,2021,Diciembre,1,0.0,A
registro 12-2021.jpg,2021,Diciembre,2,0.0,A
registro 12-2021.jpg,2021,Diciembre,3,0.0,A
registro 12-2021.jpg,2021,Diciembre,4,0.0,A
registro 12-2021.jpg,2021,Diciembre,5,0.0,
registro 12-2021.jpg,2021,Diciembre,6,0.0,
registro 12-2021.jpg,2021,Diciembre,7,0.0,A
registro 12-2021.jpg,2021,Diciembre,8,0.0,A
registro 12-2021.jpg,2021,Diciembre,9,0.0,
registro 12-2021.jpg,2021,Diciembre,10,0.0,"9 17,30 h."
registro 12-2021.jpg,2021,Diciembre,11,0.0,
registro 12-2021.jpg,2021,Diciembre,12,2.5,"9 10,00 h."
registro 12-2021.jpg,2021,Diciembre,13,5.0,A
registro 12-2021.jpg,2021,Diciembre,14,0.0,
registro 12-2021.jpg,2021,Diciembre,15,0.0,
registro 12-2021.jpg,2021,Diciembre,16,0.0,
registro 12-2021.jpg,2021,Diciembre,17,0.0,
registro 12-2021.jpg,2021,Diciembre,18,0.0,
registro 12-2021.jpg,2021,Diciembre,19,0.0,
registro 12-2021.jpg,2021,Diciembre,20,0.0,
registro 12-2021.jpg,2021,Diciembre,21,0.0,
registro 12-2021.jpg,2021,Diciembre,22,0.0,
registro 12-2021.jpg,2021,Diciembre,23,0.0,
registro 12-2021.jpg,2021,Diciembre,24,0.0,
registro 12-2021.jpg,2021,Diciembre,25,0.0,
registro 12-2021.jpg,2021,Diciembre,26,0.0,
registro 12-2021.jpg,2021,Diciembre,27,0.0,
registro 12-2021.jpg,2021,Diciembre,28,0.0,
registro 12-2021.jpg,2021,Diciembre,29,0.0,"9 17,30 h."
registro 12-2021.jpg,2021,Diciembre,30,39.0,A
registro 12-2021.jpg,2021,Diciembre,31,0.0,
Registro lluvias 10-2022 001.jpg,2022,octubre,1,15.2,A
Registro lluvias 10-2022 001.jpg,2022,octubre,2,0.0,A
Registro lluvias 10-2022 001.jpg,2022,octubre,3,0.0,A
Registro lluvias 10-2022 001.jpg,2022,octubre,4,0.0,A
Registro lluvias 10-2022 001.jpg,2022,octubre,5,0.0,A 911.00h.o
Registro lluvias 10-2022 001.jpg,2022,octubre,6,75.0,A •
Registro lluvias 10-2022 001.jpg,2022,octubre,7,8.6,A
Registro lluvias 10-2022 001.jpg,2022,octubre,8,0.0,A
Registro lluvias 10-2022 001.jpg,2022,octubre,9,0.0,9 •
Registro lluvias 10-2022 001.jpg,2022,octubre,10,10.5,9 •
Registro lluvias 10-2022 001.jpg,2022,octubre,11,26.5,A •/9
Registro lluvias 10-2022 001.jpg,2022,octubre,12,20.5,•
Registro lluvias 10-2022 001.jpg,2022,octubre,13,0.0,A/•
Registro lluvias 10-2022 001.jpg,2022,octubre,14,6.0,A
Registro lluvias 10-2022 001.jpg,2022,octubre,15,0.0,A/•
Registro lluvias 10-2022 001.jpg,2022,octubre,16,3.0,A
Registro lluvias 10-2022 001.jpg,2022,octubre,17,0.0,A
Registro lluvias 10-2022 001.jpg,2022,octubre,18,0.0,A
Registro lluvias 10-2022 001.jpg,2022,octubre,19,0.0,A •
Registro lluvias 10-2022 001.jpg,2022,octubre,20,19.6,•
Registro lluvias 10-2022 001.jpg,2022,octubre,21,40.5,• A
Registro lluvias 10-2022 001.jpg,2022,octubre,22,0.0,≡08.30
Registro lluvias 10-2022 001.jpg,2022,octubre,23,0.0,A
Registro lluvias 10-2022 001.jpg,2022,octubre,24,0.0,A
Registro lluvias 10-2022 001.jpg,2022,octubre,25,0.0,A
Registro lluvias 10-2022 001.jpg,2022,octubre,26,0.0,A/•
Registro lluvias 10-2022 001.jpg,2022,octubre,27,15.0,A
Registro lluvias 10-2022 001.jpg,2022,octubre,28,0.0,A
Registro lluvias 10-2022 001.jpg,2022,octubre,29,32.5,• 9
Registro lluvias 10-2022 001.jpg,2022,octubre,30,0.0,A • 9
Registro lluvias 10-2022 001.jpg,2022,octubre,31,9.0,• 9
registro 01-2022.jpg,2022,Enero,1,0.0,A
registro 01-2022.jpg,2022,Enero,2,0.0,A°
registro 01-2022.jpg,2022,Enero,3,3.8,A
registro 01-2022.jpg,2022,Enero,4,1.8,A
registro 01-2022.jpg,2022,Enero,5,0.0,A
registro 01-2022.jpg,2022,Enero,6,0.0,A
registro 01-2022.jpg,2022,Enero,7,0.0,A°
registro 01-2022.jpg,2022,Enero,8,9.5,A°
registro 01-2022.jpg,2022,Enero,9,6.5,A°
registro 01-2022.jpg,2022,Enero,10,2.5,A
registro 01-2022.jpg,2022,Enero,11,0.0,A
registro 01-2022.jpg,2022,Enero,12,0.0,A
registro 01-2022.jpg,2022,Enero,13,0.0,A°
registro 01-2022.jpg,2022,Enero,14,57.0,A°
registro 01-2022.jpg,2022,Enero,15,0.3,A
registro 01-2022.jpg,2022,Enero,16,0.0,A
registro 01-2022.jpg,2022,Enero,17,0.0,
registro 01-2022.jpg,2022,Enero,18,0.0,
registro 01-2022.jpg,2022,Enero,19,0.0,
registro 01-2022.jpg,2022,Enero,20,0.0,
registro 01-2022.jpg,2022,Enero,21,0.0,
registro 01-2022.jpg,2022,Enero,22,0.0,
registro 01-2022.jpg,2022,Enero,23,0.8,B°
registro 01-2022.jpg,2022,Enero,24,0.0,B
registro 01-2022.jpg,2022,Enero,25,0.0,B°
registro 01-2022.jpg,2022,Enero,26,5.5,"=08,00"
registro 01-2022.jpg,2022,Enero,27,0.0,
registro 01-2022.jpg,2022,Enero,28,0.0,
registro 01-2022.jpg,2022,Enero,29,0.0,"P 23,00 h."
registro 01-2022.jpg,2022,Enero,30,0.0,
registro 01-2022.jpg,2022,Enero,31,0.0,
registro 02-2022.jpg,2022,Febrero,1,0.0,
registro 02-2022.jpg,2022,Febrero,2,0.0,
registro 02-2022.jpg,2022,Febrero,3,0.0,A
registro 02-2022.jpg,2022,Febrero,4,10.5,"R° • g 21,00 h."
registro 02-2022.jpg,2022,Febrero,5,7.5,g
registro 02-2022.jpg,2022,Febrero,6,14.0,A
registro 02-2022.jpg,2022,Febrero,7,0.0,A
registro 02-2022.jpg,2022,Febrero,8,0.0,A
registro 02-2022.jpg,2022,Febrero,9,0.0,A
registro 02-2022.jpg,2022,Febrero,10,2.5,A / S •
registro 02-2022.jpg,2022,Febrero,11,0.0,A
registro 02-2022.jpg,2022,Febrero,12,0.0,A
registro 02-2022.jpg,2022,Febrero,13,0.0,A
registro 02-2022.jpg,2022,Febrero,14,0.0,A
registro 02-2022.jpg,2022,Febrero,15,0.0,A
registro 02-2022.jpg,2022,Febrero,16,0.0,A
registro 02-2022.jpg,2022,Febrero,17,0.0,A
registro 02-2022.jpg,2022,Febrero,18,0.0,A
registro 02-2022.jpg,2022,Febrero,19,0.0,A
registro 02-2022.jpg,2022,Febrero,20,0.0,"909,00 h •"
registro 02-2022.jpg,2022,Febrero,21,9.5,S°
registro 02-2022.jpg,2022,Febrero,22,28.5,"≡ 08,00"
registro 02-2022.jpg,2022,Febrero,23,0.0,A
registro 02-2022.jpg,2022,Febrero,24,0.0,A • S
registro 02-2022.jpg,2022,Febrero,25,29.8,• A
registro 02-2022.jpg,2022,Febrero,26,0.0,A
registro 02-2022.jpg,2022,Febrero,27,0.0,A
registro 02-2022.jpg,2022,Febrero,28,0.0,A / B
registro 02-2022.jpg,2022,Febrero,29,0.0,
registro 02-2022.jpg,2022,Febrero,30,0.0,
registro 02-2022.jpg,2022,Febrero,31,0.0,
registro 03-2022.jpg,2022,Marzo,1,0.0,A.
registro 03-2022.jpg,2022,Marzo,2,0.0,A.
registro 03-2022.jpg,2022,Marzo,3,2.0,A.
registro 03-2022.jpg,2022,Marzo,4,0.0,A.
registro 03-2022.jpg,2022,Marzo,5,0.0,A.
registro 03-2022.jpg,2022,Marzo,6,0.0,A.
registro 03-2022.jpg,2022,Marzo,7,0.0,A.
registro 03-2022.jpg,2022,Marzo,8,11.8,A.
registro 03-2022.jpg,2022,Marzo,9,0.0,A.
registro 03-2022.jpg,2022,Marzo,10,16.0,A.
